Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet
6QUk9BaE_1_69,Goran Karan,Goran Karan,Storija (feat. Severina),2737,"Jeste li culi tu storiju o dobru i zlu 
jubavi ka u snu, Splitu i Marjanu 
tamo di znaju se svi i dile suze i smih 
sve ca jubav slozi nije grih 

Od diretura cer, jubi je balunjer 
ni ove svadije rat, a nije smilo se znat 
tamo di svi znaju sve, svacije suze i smih 
sve ca jubav slozi nije grih 
 
Ref. 
Sva blaga svita covik ima kad se rodi 
mater i oca i zvizdu da ga vodi 
ni mrvu srice nikad nece kupit soldi
to znaju svi ca su bar jednom jubili 

Jeste li culi tu storiju o dobru i zlu
ludome vrimenu, getu i varosu
tamo di znaju se svi i dile suze i smih 
sve ca jubav slozi nije grih 

Ref. 2
x

To znaju svi ca su bar jednom jubili","https://tekstovi.net/2,238,54671.html"
6QUk9BaE_1_70,Goran Karan,Goran Karan,Storija (i prijatelji),487,"Goran Karan:  
Jeste li culi tu stor'ju o dobru i zlu

Severina: 
Jubavi ka u snu, Splitu i Marjanu

Giuliano: 
Tamo di znaju se svi i dile suze i smij
 
Daniela:  
Sve ca jubav slozi nije grij

Tedi Spalato:
 Od diretura 'cer jubi je balunjer

Snjezana Sinovcic Siskov:
I ove svadi je rat nije smilo se znat 

Stefan Kokoskov:
Tamo di svi znaju sve svacije suze i smij

Arijana Culina: 
Sve ca jubav slozi nije grij

Goran Karan:
 Sva blaga svita covik ima kad se rodi

Severina: 
Mater i oca i zvizdu da ga vodi

Goran Karan i Severina:
Ni mrvu srice nikad nece gubit' covik
to znaju svi ca su bar jednon jubili

Goran Karan:
 Jeste li culi tu

Severina: 
Stor'ju o dobru i zlu

Giuliano: 
Ludome vrimenu

Daniela: 
Getu i Varosu

Stefan Kokoskov:
 Tamo di znaju se svi

Daniela:
 I dile suze i smij

Severina:
 Sve ca jubav slozi nije grij  

Goran Karan i Severina:
Sva blaga svita covik ima kad se rodi 

Giuliano i Daniela: 
Mater i oca i zvizdu da ga vodi

Goran Karan, Severina, Giuliano, Daniela:
Ni mrvu srice nikad nece gubit' covik
to znaju svi ca su bar jednon jubili

Svi zajedno:
Sva blaga svita covik ima kad se rodi
mater i oca i zvizdu da ga vodi
ni mrvu srice nikad nece gubit´ covik
to znaju svi ca su bar jednon jubili

To znaju svi ca su bar jednon jubili","https://tekstovi.net/2,238,62265.html"
6QUk9BaE_1_71,Goran Karan,Goran Karan,Sudjeni na pola,11406,"Sve taklo je u san
i smijeh od lazi umoran
svlacio nam sram
sa vrelih zelja

Branjenog ugriza
rajska je jabuka
kroz beskraj padala
u oluji tijela
 
Mi smo samo krik
razgoljene istine
nesavrsen lik
ljubavi nam nebeske
samo tuzna kob 
kojom nudi Bog
sve Adame i Eve

Sad blazeni u tami
sutimo svoj kraj
jer svijet sklon nije tajni
a laz nam biva raj

Dusu mi pricuvaj
bez tebe pola sam
jer si grijeh i utjeha
moja nijema molitva

Mi smo samo krik
razgoljene istine
nesavrsen lik
ljubavi nam nebeske
sudjeni na pola 
a zelja nam je sve

Ljubimo do bola 
jer htjeli bi ljubec'
jer htjeli bi ljubec' 
nadzivjet' se
","https://tekstovi.net/2,238,12031.html"
6QUk9BaE_1_72,Goran Karan,Goran Karan,Sve je bilo zbog tebe,13070,"Mogu da te prebolim
pomislim, pomislim
a kad oci zatvorim
poludim, poludim

Necu moci nikada
meni nema povratka
ide ladja nosi me
gdje je more najdublje
 
Ref.
A ja ne mogu
da te ne volim
da te ne volim
da te ne volim
da te zaboravim

I da sutra ne svane
briga me, briga me
da me vise ne bude
ne bude, ne bude

Tamo negdje daleko
gdje je vrijeme otislo
moja zvijezda samuje
cuva mjesto za tebe

Ref.

Ref.

Sto je bilo, bilo je
sve je bilo zbog tebe","https://tekstovi.net/2,238,20823.html"
6QUk9BaE_1_73,Goran Karan,Goran Karan,Tise kucaj srce moje (duet Martin Vucic),12062,"Noc puna nemira, zri mjesec, daleko je dan
sanjam je ja
jer bila je jedina koja  mi dusu zna do dna
k'o dobar dan

Al' rekla je da moja nije
rekla je da drugog snije
rekla je da sve zaboravim
 
Ref.
Tise kucaj srce moje
sreca nije za nas dvoje
u ljubavi sile nema, znam

Drugome je nebo dalo
meni osta lisce palo 
i njen osmjeh da ga sanjam sam

Sve noci najludje k'o slijepe ulice
bez nje ne postoje
i sve moje pobjede k'o proljeca od prasine
bez nje lose mi je

I dodje mi da svu noc pijem 
dodje mi da sve razbijem
dodje mi al' znam da zalud je 

Ref. 2x","https://tekstovi.net/2,238,20689.html"
6QUk9BaE_1_74,Goran Karan,Goran Karan,Trag od jubavi (duet Oliver Dragojevic),17428,"Jos dicjin okon gledan u svit
znan da puten nacu srca drugi dil
tamo di je trag od jubavi

Vec dugo lutan i puno znan
svako dno san taka stoput, osta san
ludo slidin trag od jubavi
 
Ja jos trazim pravu jubav
da cutin je tilon
da dusa nadje dusu 
ka svica plamen svoj

Da se opet rodin
sva mora bi prosa
za mrvu stare srice
sto s njon san ima ja

Jos uvik sanjan
ja virujen
da svu lipost Bog ce skupit u ti tren
kad zasvitli trag od jubavi

Sutra da se opet rodin
sva mora bi prosa
za mrvu stare srice
sto s njon san ima ja

Ja jos trazim pravu jubav
da cutin je tilon
da dusa nadje dusu 
ka svica plamen svoj

Zrna pijeska mi smo
sta je sudba spojila
da nas opet baci dalje
svakog na svoj kraj
da nadjem mir u jubavi

Ja jos trazim pravu jubav
sva mora bi prosa
za mrvu stare srice sta s njon sam ima ja
da se opet rodin
da cutin je tilon
da dusa nadje dusu
ka svica plamen svoj","https://tekstovi.net/2,238,26328.html"
6QUk9BaE_1_75,Goran Karan,Goran Karan,U cetiri oka,727,"Ne citam novine
ni jucer, ni danas
sve sto me zanima
se odnosi na nas

Ne pratim vijesti
ni drustvene mreze
samo za tebe
srce me veze
 
Ne palim radio
niti zbog prognoze
mislim na njeznosti
i necu nervoze

Jedino tvoje
rijeci mi fale
ja primam samo
dobre signale

Ref.
U cet´ri oka
i cetiri zida
skrivamo, cuvamo
cuvamo ljubav za nas

U cet´ri oka
bez imalo stida
svlacimo, skidamo
skidamo maske sa nas

Ne brojim lajkove
Facebook prijateljstva
klikovi nisu
od krvi i mesa

Samo za ljubav
vremena imam
samo na ljubav
cijeli svijet stimam

Tko pjesmu cuje
mirise tvoje
s tobom u mraku
vidim sve boje

Crveni poljupci
dodiri od zlata
ugasi svijetlo
zakljucaj vrata

Ref.

Nek' iznutra
iz srca luda
muziku cujem
jos ima cuda

Svijetlo izvana
svijetlo iznutra
ljubav promjeni sve

Ref.","https://tekstovi.net/2,238,61046.html"
6QUk9BaE_1_76,Goran Karan,Goran Karan,Uvelo lisce,20507,"Sanjam te, sanjam te 
pokraj moga uzglavlja
ovu noc bez svitanja
ali ti, ali ti nisi sa mnom ostala
da bi zoru dozvala

Ref.
Uvelo, uvelo, srce mi je uvelo
al' jos kuca za tebe
uvelo, uvelo, ispod snijega zaspalo
kao lisce jesenje
 
Sanjam te, sanjam te 
sva u bijelom dolazis
da mi usne poljubis
ali ti, ali ti pokraj mene prolazis
kao da me ne vidis

Ref.

Kao svijeca sto na vjetru gori
moje srce za tebe se bori

Ref. 2x
","https://tekstovi.net/2,238,12035.html"
6QUk9BaE_1_77,Goran Karan,Goran Karan,Uvijek cekam te,15870,"Za osmijeh na tvom licu
ja dao sam sunce
za kose tvoje zlatni sjaj
mijenjao dan

Da te znam, da me znas
to sam htio nemiran
sve sam noci slio 
u tvoj zagrljaj
jos ih cutim sad 
jos ih cutim sad
 
Za mig od tvojeg oka
ja skrio sam nebo
za tvoga srca mali kut
prodao svijet

Da ti dam, da mi das
sve sto vrijedi da se da
da nas vrati Bogu ljubav 
kad se da ljubav taj put zna

I uvijek, cekam te
i uvijek, nadam se
da vratit' ces se opet
da nas spasis oboje

Pod prozor tvoj 
i ovu noc dolazim tiho 
i sve se nadam 
da ces cut iz srca glas

Jer sam ja gdje i ti 
sam u istoj slijepoj ulici
jer je vrijeme stalo bas 
u onaj sat kad si otisla
","https://tekstovi.net/2,238,11914.html"
6QUk9BaE_1_78,Goran Karan,Goran Karan,Vagabundo,79123,"Ti si njezan cvijet
ja sam vjetar ludi
i ne zivim ja k'o svi
drugi ljudi
ti si njezan cvijet
ali necu te ubrati ja
 
Ako ranim te
nek' mi nebo sudi
ja ti sanjam let
bolje s' drugim budi
zato pusti me
neka boli, al' odlazim ja

Ref.
Ja sam samo vagabundo
mene ljubit' to je ludo
bijelo jedro na sred mora
mene zove nova zora

Pod zvijezdama si zaspala
ja sam samo vagabundo
ti si mene sanjala

Ref.","https://tekstovi.net/2,238,9869.html"
6QUk9BaE_1_79,Goran Karan,Goran Karan,Vitre moj,10921,"Vitre moj, ponesi me
di su palme kraj obale
vitre moj, donesi me
di je more toplije

Mali brod pod zvizdama
di sam posa' 'ko to zna
i timun bi okrenia
e kad bi zna
 
Ref.
U mojoj glavi sta to svira
svira pa mi ne da mira nocima
i zasto srce lupa, stupa
preko crnih rupa svemira

O, Boze, je l' to ljubav il' sam lud
ili opet plovim uzalud
da spustim 'idro il' dignem sidro
pa na put

Vitre moj, di si sad
'idra pala, zedj i glad
vitre moj, a sta si sta'
ol si se umoria

Mali brod pod zvizdama
di sam posa' 'ko to zna
i timun bi okrenia
e kad bi zna

Ref.

Mali brod pod zvizdama
di sam posa' 'ko to zna
i timun bi okrenia
e kad bi zna

Ref.","https://tekstovi.net/2,238,22564.html"
6QUk9BaE_1_80,Goran Karan,Goran Karan,Za generaciju,570,"Rekla si

Kao buket tvoih ruza
ako prevari me noc
ako ponovi se ljubav
nitko nije kriv za to
 
Dvije case crnog vina
usne da ih poljube
i uz sapat mandolina
kucnu se i nazdrave

Ref.
Za generaciju
za nasu generaciju
za nasu dusu i godine
za nase snove i istine

Za generaciju
izgubljenu, nadjenu
za nase pjesme i poljupce
za guste nase vrijeme je

Ajmo

Ja ne lazem vec odavno
tek ponekad presutim
ne pitaj me, nije vazno
nocas pjesma govori

Ref.

Ajmo jos jedanput

Ref.","https://tekstovi.net/2,238,62269.html"
6QUk9BaE_1_81,Goran Karan,Goran Karan,Zasto san jos uvik sam,7460,"Ja ne znan vise s kim te dilin
i s kin si nocas spavala
sto nam nosi ovo jutro
di si ti, a di san ja

Jer ja san umra dok san ceka
da se sitis da san tu
a sad places na mom ramenu
 
Ref.
Ti nemas prava da me pitas
zasto san jos uvik sam
ti nemas prava da me pitas
kako mi je
ti nemas prava da me pitas
zasto san jos uvik sam

Ja ne znam vise kad me proslo
i to me pitas uzalud
sta bi bilo da je bilo
da si onda bila tu

Jer ja san umra dok san gleda
priko puta zivot svoj
sad bi opet tila da san tvoj

Ref. 2x","https://tekstovi.net/2,238,26333.html"
